SampleID,Actinobacteria,Bacteroides,Bacteroidetes,Bifidobacterium,Clostridium,Cyanobacteria,Firmicutes,Fusobacteria,Lactobacillus,Other,Prevotella,Proteobacteria,Tenericutes,Verrucomicrobia,Age,Sex
000014464.1259643,0.1248,0.0018,0.0056,0.0004,0.0,0.0071,0.1289,0.0031,0.0008,0.0012,0.0026,0.7235,0.0001,0.0001,40,1
000013783.1259622,0.0009,0.3116,0.0835,0.0001,0.0097,0.0096,0.5758,0.0001,0.0,0.0,0.0016,0.0063,0.0001,0.0007,39,0
000014503.1259655,0.0023,0.4019,0.1072,0.0207,0.0013,0.0001,0.4418,0.0001,0.0,0.0013,0.0013,0.0214,0.0003,0.0003,35,0
000012275.1259696,0.0076,0.4193,0.0705,0.0141,0.0005,0.0002,0.3607,0.0002,0.0001,0.0,0.0003,0.024,0.1024,0.0001,34,0
000012954.1259750,0.8163,0.0023,0.028,0.0,0.0,0.0004,0.054,0.0534,0.0,0.0007,0.0016,0.0433,0.0,0.0,62,0
000010187.1259605,0.2431,0.0015,0.0035,0.257,0.0004,0.0,0.0588,0.0041,0.1188,0.0087,0.2991,0.005,0.0,0.0,65,0
000004764.1259777,0.0696,0.0026,0.1378,0.0,0.0,0.0001,0.4194,0.0854,0.0,0.0,0.2749,0.0095,0.0,0.0007,35,1
000014490.1259641,0.0169,0.2477,0.0742,0.0695,0.0019,0.0,0.4467,0.0001,0.0005,0.0,0.1123,0.0202,0.0001,0.0099,28,0
000001750.1259773,0.0006,0.4469,0.3154,0.0001,0.0001,0.0001,0.2307,0.0004,0.0001,0.0,0.0007,0.0047,0.0001,0.0001,58,0
000010977.1259776,0.1439,0.001,0.0019,0.0,0.0,0.0001,0.5946,0.0027,0.0001,0.0006,0.2068,0.0482,0.0,0.0001,59,0
000011200.1261839,0.0015,0.1487,0.0665,0.0039,0.0404,0.0001,0.677,0.0,0.0,0.002,0.0001,0.0288,0.0106,0.0204,61,1
000014237.1262063,0.0017,0.1896,0.2538,0.0,0.0128,0.0115,0.5141,0.0,0.0005,0.0013,0.0003,0.0076,0.0035,0.0033,29,0
000013359.1261800,0.0046,0.2492,0.1196,0.129,0.0002,0.0001,0.4221,0.0,0.0005,0.0001,0.0007,0.0287,0.0,0.0452,69,0
000011297.1261772,0.003,0.3545,0.019,0.0011,0.0144,0.0,0.5765,0.0,0.0002,0.0,0.0006,0.0306,0.0,0.0001,55,0
000013306.1261751,0.0102,0.2864,0.0063,0.0113,0.0044,0.0004,0.6601,0.0001,0.0,0.0,0.0146,0.006,0.0001,0.0001,43,1
000013433.1261682,0.0042,0.4657,0.0146,0.0001,0.0008,0.0007,0.3313,0.0,0.0,0.0,0.0002,0.003,0.0,0.1794,80,1
000013652.1261887,0.0036,0.3792,0.0355,0.0003,0.0081,0.0003,0.5317,0.0001,0.0005,0.0,0.0009,0.0068,0.0324,0.0006,30,1
000004887.1261646,0.0016,0.008,0.018,0.0016,0.0003,0.0,0.0447,0.0,0.0,0.0,0.0005,0.9253,0.0,0.0,18,1
000013971.1261761,0.0031,0.3263,0.0584,0.0011,0.0002,0.0004,0.5542,0.0,0.0003,0.0,0.0003,0.0177,0.0,0.038,38,1
000014607.1262030,0.0008,0.6994,0.0008,0.007,0.0011,0.0,0.2647,0.0003,0.0003,0.0,0.0005,0.025,0.0,0.0001,29,0
000014348.1261792,0.0011,0.4226,0.0764,0.0002,0.0014,0.0003,0.4221,0.0001,0.0,0.0,0.0006,0.0209,0.0,0.0543,55,0
000013731.1262015,0.235,0.0018,0.0029,0.0002,0.0,0.0001,0.6432,0.0036,0.0762,0.0004,0.0263,0.0101,0.0002,0.0,44,0
000014193.1261734,0.1033,0.0016,0.0104,0.0002,0.0,0.0033,0.3664,0.0071,0.0052,0.0001,0.2863,0.2161,0.0,0.0,57,0
000014309.1261899,0.0014,0.4759,0.1382,0.0001,0.0031,0.0,0.3535,0.0,0.0,0.0,0.0118,0.0054,0.0094,0.0012,47,1
000013272.1261932,0.0324,0.2116,0.0957,0.009,0.0003,0.0,0.3556,0.0,0.0001,0.0023,0.0832,0.0177,0.0,0.1921,36,1
000013639.1261867,0.0028,0.2149,0.0323,0.0007,0.0051,0.0002,0.7019,0.0003,0.0005,0.0,0.0001,0.0412,0.0,0.0,63,1
000011163.1261635,0.0001,0.4545,0.0215,0.0041,0.0053,0.0,0.4945,0.0,0.0009,0.0,0.0004,0.0132,0.0,0.0055,35,0
000013750.1261637,0.0042,0.2149,0.0779,0.0016,0.0018,0.0,0.6621,0.0,0.0,0.0,0.0005,0.037,0.0,0.0,57,1
000010129.1262012,0.0007,0.1853,0.0333,0.0001,0.0114,0.0004,0.3404,0.0003,0.0,0.0006,0.4013,0.0209,0.0053,0.0,55,1
000014538.1261869,0.0001,0.6202,0.0589,0.0001,0.0066,0.0,0.2973,0.0002,0.0,0.0,0.001,0.001,0.0103,0.0043,49,0
000014221.1261654,0.1321,0.0026,0.0352,0.0,0.0,0.0,0.3989,0.0225,0.0,0.0061,0.0833,0.319,0.0,0.0003,55,0
000011291.1261662,0.0017,0.5715,0.0008,0.0182,0.0016,0.0,0.3838,0.0001,0.0,0.0,0.0004,0.0219,0.0,0.0,36,1
000013585.1261644,0.0018,0.3984,0.0007,0.026,0.001,0.0,0.546,0.0001,0.0001,0.0,0.0,0.0259,0.0,0.0,33,1
000014234.1262053,0.0032,0.4862,0.0983,0.0158,0.0001,0.0,0.305,0.0001,0.0008,0.0,0.0017,0.0297,0.0002,0.0589,45,1
000003984.1261817,0.0008,0.3557,0.1464,0.0015,0.0088,0.0025,0.4638,0.0,0.0,0.0014,0.0035,0.0111,0.0,0.0045,58,0
000014435.1261833,0.0027,0.7418,0.0063,0.0011,0.0001,0.0,0.2092,0.0,0.0,0.0,0.0004,0.0166,0.0015,0.0203,72,1
000011417.1261944,0.0011,0.4426,0.0322,0.0001,0.001,0.0,0.5183,0.0003,0.0002,0.0001,0.0005,0.0003,0.0,0.0033,36,0
000013667.1261706,0.0023,0.2438,0.2455,0.014,0.0082,0.0001,0.4433,0.0,0.0,0.0005,0.0042,0.0207,0.0007,0.0167,61,0
000013823.1261855,0.0021,0.4855,0.126,0.0003,0.0004,0.0003,0.354,0.0,0.0,0.0005,0.0005,0.0285,0.0017,0.0002,59,0
000010909.1261870,0.0002,0.5098,0.1619,0.001,0.0127,0.0,0.2049,0.0002,0.0,0.0,0.0034,0.0138,0.0001,0.092,58,0
000014601.1261686,0.0008,0.4706,0.2194,0.0011,0.0013,0.0019,0.2151,0.0001,0.0,0.0,0.0008,0.065,0.0,0.0239,59,0
000014357.1261915,0.0133,0.3157,0.0669,0.0004,0.0003,0.0001,0.4524,0.0001,0.0,0.0001,0.0005,0.1147,0.0123,0.0232,32,0
000014324.1261759,0.0006,0.4751,0.2229,0.0004,0.0017,0.0,0.2641,0.0001,0.0,0.0,0.001,0.0283,0.0047,0.0011,47,1
000009166.1261881,0.0016,0.22,0.1045,0.0,0.0136,0.0033,0.5885,0.0,0.0,0.001,0.0255,0.0387,0.0018,0.0015,66,1
000013933.1261729,0.0008,0.3921,0.1341,0.0019,0.0053,0.0,0.3492,0.0001,0.0,0.0,0.0018,0.0161,0.0008,0.0978,44,0
000014118.1262016,0.0008,0.4318,0.2132,0.0129,0.0053,0.0,0.2913,0.0,0.0001,0.0,0.0004,0.0437,0.0003,0.0002,32,1
000014305.1261749,0.0026,0.2909,0.0299,0.0009,0.0033,0.0,0.6083,0.0001,0.0001,0.0,0.0082,0.0034,0.0518,0.0005,47,1
000014291.1262074,0.0025,0.1155,0.1072,0.0007,0.0073,0.0003,0.668,0.0003,0.0,0.0,0.0084,0.063,0.0143,0.0125,42,0
000013526.1261999,0.0028,0.4097,0.0786,0.0002,0.0055,0.0,0.4588,0.0,0.0002,0.0003,0.0005,0.0363,0.0001,0.007,28,0
000014979.1261621,0.004,0.0704,0.0639,0.0153,0.0064,0.0,0.5656,0.0,0.0005,0.0008,0.2111,0.0241,0.0171,0.0208,51,1
000014318.1262057,0.0074,0.1341,0.0613,0.0003,0.0047,0.0001,0.7408,0.0001,0.0006,0.0005,0.0028,0.005,0.0391,0.0032,47,1
000013928.1261780,0.0016,0.1954,0.2032,0.0,0.0022,0.004,0.5022,0.0002,0.0001,0.0048,0.0018,0.0304,0.0471,0.007,60,0
000005974.1261673,0.0025,0.3517,0.0837,0.0063,0.0027,0.0001,0.4048,0.0,0.0,0.0013,0.0486,0.0294,0.0146,0.0543,61,0
000001187.1262006,0.0018,0.417,0.0172,0.0014,0.0039,0.0,0.5159,0.0001,0.0004,0.0,0.0005,0.0415,0.0,0.0003,56,0
000007034.fixed77,0.7107,0.0013,0.01,0.0,0.0,0.0037,0.0819,0.0018,0.0015,0.003,0.0005,0.1855,0.0,0.0001,43,1
000010870.fixed149,0.0019,0.4078,0.1806,0.0,0.001,0.0008,0.1795,0.0,0.0001,0.0004,0.0778,0.0961,0.0,0.054,60,0
000011334.fixed218,0.0034,0.6465,0.1222,0.0,0.0004,0.0,0.2224,0.0,0.0007,0.0001,0.0002,0.0041,0.0,0.0,51,1
000012910.fixed155,0.0201,0.5472,0.15,0.0029,0.0018,0.0003,0.2439,0.0,0.0,0.0001,0.0004,0.0332,0.0,0.0001,59,1
000013296.fixed213,0.0011,0.3367,0.0785,0.0019,0.0008,0.0,0.572,0.0001,0.0001,0.0002,0.0006,0.0022,0.0056,0.0002,71,1
000013336.fixed174,0.0019,0.5835,0.0183,0.0155,0.0081,0.0,0.3264,0.0001,0.0,0.0002,0.0005,0.0378,0.0,0.0077,63,0
000013498.fixed114,0.0029,0.5446,0.0577,0.0002,0.0019,0.0,0.115,0.0,0.0,0.0001,0.001,0.027,0.004,0.2456,43,0
000014548.fixed233,0.0117,0.0247,0.1007,0.0001,0.0054,0.0001,0.5768,0.0002,0.0,0.0,0.2535,0.0091,0.0172,0.0005,39,1
000014876.fixed249,0.0014,0.5311,0.08,0.0016,0.0008,0.0058,0.3202,0.0002,0.0001,0.0003,0.0008,0.0576,0.0001,0.0,35,0
000015120.fixed186,0.1091,0.0088,0.0458,0.0,0.0026,0.09,0.3747,0.0114,0.0373,0.0014,0.0158,0.3013,0.0011,0.0007,28,0
000015152.fixed210,0.1701,0.003,0.0168,0.0041,0.0,0.0619,0.3378,0.0295,0.0424,0.0039,0.0002,0.3286,0.0,0.0017,24,1
000015171.fixed12,0.223,0.0033,0.032,0.0003,0.0008,0.0275,0.428,0.0297,0.0099,0.0037,0.0228,0.2171,0.0,0.0019,62,0
000015222.fixed146,0.0614,0.0233,0.1942,0.0,0.0039,0.05,0.2509,0.0307,0.0294,0.0473,0.013,0.2827,0.0123,0.0009,52,1
000015224.fixed157,0.0468,0.0155,0.0405,0.0163,0.0105,0.0002,0.6541,0.0,0.0001,0.0026,0.1712,0.0203,0.0215,0.0004,52,1
000015253.fixed258,0.33,0.0007,0.016,0.0,0.0001,0.0051,0.2976,0.0036,0.0007,0.0004,0.0647,0.2811,0.0,0.0,33,1
000015262.fixed167,0.1014,0.0123,0.0022,0.0736,0.0011,0.0001,0.7968,0.0045,0.0,0.0003,0.004,0.0035,0.0002,0.0,31,1
000015352.fixed87,0.6422,0.0006,0.0048,0.0001,0.0001,0.0151,0.0883,0.0005,0.002,0.0004,0.0008,0.2451,0.0,0.0,35,1
000015604.fixed44,0.001,0.4339,0.1785,0.0,0.0221,0.006,0.3321,0.0,0.0,0.0,0.0012,0.025,0.0002,0.0,30,0
000015346.fixed136,0.0006,0.591,0.1725,0.0,0.001,0.0004,0.2033,0.0002,0.0003,0.001,0.0006,0.0275,0.0,0.0016,28,0
000015350.fixed89,0.0449,0.0018,0.0021,0.0,0.0,0.0759,0.7743,0.0009,0.0019,0.0001,0.0008,0.0973,0.0,0.0,28,0
000016314.fixed273,0.0171,0.2584,0.0806,0.0043,0.0013,0.004,0.6067,0.0019,0.0002,0.0,0.0014,0.0224,0.0,0.0017,43,0
000015351.fixed88,0.5798,0.0003,0.0049,0.0,0.0001,0.0341,0.2026,0.0008,0.0077,0.0009,0.0014,0.1672,0.0001,0.0001,35,1
000016323.fixed158,0.0013,0.2719,0.2441,0.0,0.0,0.0001,0.1651,0.0,0.0002,0.0006,0.0005,0.3159,0.0001,0.0002,80,0
000016353.fixed75,0.0027,0.1403,0.009,0.0693,0.0031,0.0016,0.7537,0.0,0.0,0.0,0.0001,0.0104,0.0084,0.0014,44,1
000016715.fixed473,0.0028,0.2004,0.0651,0.0206,0.0083,0.0083,0.6757,0.0004,0.0001,0.0,0.0073,0.0109,0.0,0.0001,32,0
000017059.fixed530,0.0324,0.0006,0.1061,0.0,0.0,0.0,0.2066,0.0503,0.0,0.0068,0.2957,0.3015,0.0,0.0,39,0
000016275.fixed415,0.0072,0.2754,0.0942,0.005,0.003,0.0001,0.4861,0.0002,0.0,0.0004,0.0246,0.0823,0.0175,0.004,56,1
000016284.fixed424,0.0021,0.2572,0.1796,0.0084,0.002,0.0002,0.5154,0.0003,0.0002,0.0028,0.0004,0.0307,0.0,0.0007,56,1
000016261.fixed401,0.0023,0.175,0.0838,0.0066,0.0044,0.0,0.6374,0.0,0.0,0.0008,0.0516,0.0218,0.0163,0.0,56,1
000016692.fixed453,0.0268,0.0995,0.1408,0.0005,0.0028,0.0,0.4133,0.0014,0.0036,0.0,0.2654,0.0459,0.0,0.0,33,0
000016280.fixed420,0.0021,0.2433,0.1313,0.0062,0.0035,0.0002,0.5817,0.0003,0.0,0.002,0.0002,0.0235,0.0005,0.0052,56,1
000017215.fixed533,0.0012,0.1835,0.1651,0.0,0.0175,0.0022,0.5226,0.0006,0.0,0.0004,0.0007,0.1014,0.0042,0.0006,49,0
000016756.fixed510,0.0012,0.2692,0.0344,0.0037,0.0064,0.0007,0.6472,0.0003,0.0,0.0001,0.0008,0.0298,0.0062,0.0,22,1
000016736.fixed491,0.0147,0.029,0.0044,0.0515,0.0106,0.0008,0.8842,0.0,0.0,0.0,0.0006,0.0039,0.0002,0.0001,35,1
000016761.fixed514,0.0009,0.4058,0.1016,0.0005,0.0008,0.0004,0.4611,0.0002,0.0,0.0,0.0041,0.0239,0.0002,0.0005,22,1
000016281.fixed421,0.0157,0.1081,0.054,0.0267,0.0034,0.0,0.6895,0.0002,0.0,0.0004,0.0808,0.0142,0.0069,0.0001,56,1
000016268.fixed408,0.0029,0.244,0.0694,0.0009,0.0041,0.0,0.5981,0.0001,0.0002,0.0005,0.0195,0.0474,0.0129,0.0,56,1
000016220.fixed373,0.0077,0.2036,0.1069,0.0063,0.0055,0.0001,0.6509,0.0001,0.0,0.0002,0.0053,0.0114,0.002,0.0,25,1
000017295.fixed546,0.0139,0.0819,0.037,0.0004,0.0002,0.1695,0.2599,0.0003,0.0064,0.0022,0.0022,0.4168,0.0001,0.0092,74,0
000016278.fixed418,0.0163,0.1246,0.0373,0.0273,0.0044,0.0002,0.7288,0.0,0.0002,0.0007,0.0421,0.009,0.0091,0.0,56,1
000017770.fixed652,0.1316,0.0006,0.0085,0.0002,0.0,0.0048,0.4724,0.0927,0.0028,0.0006,0.1602,0.1253,0.0002,0.0001,74,0
000013998.fixed714,0.0838,0.0006,0.0036,0.0,0.0,0.0,0.3954,0.2077,0.0001,0.0018,0.2739,0.0331,0.0,0.0,66,1
000011377.fixed685,0.0849,0.0007,0.0432,0.0,0.0001,0.0,0.1921,0.0005,0.0001,0.0054,0.096,0.5745,0.0025,0.0,33,0
000007767.fixed847,0.1776,0.0005,0.0204,0.0,0.0,0.0004,0.3855,0.0555,0.0001,0.0004,0.0517,0.3067,0.0012,0.0,36,0
000007774.fixed891,0.11,0.0009,0.0334,0.0,0.0002,0.0014,0.3501,0.0541,0.0,0.0012,0.1414,0.3066,0.0007,0.0,36,0
000007826.fixed1105,0.0194,0.0001,0.003,0.0,0.0,0.0023,0.0787,0.0014,0.0001,0.0006,0.0008,0.8935,0.0001,0.0,36,0
000007828.fixed1096,0.3146,0.0017,0.0135,0.0054,0.0002,0.0151,0.4536,0.0052,0.0181,0.0025,0.0058,0.1634,0.0,0.0009,36,0
000007833.fixed871,0.0884,0.0009,0.0354,0.0001,0.0,0.0,0.2907,0.2496,0.0,0.0035,0.0155,0.3148,0.0011,0.0,37,1
000007837.fixed887,0.1048,0.0008,0.0592,0.0,0.0,0.0,0.3245,0.1608,0.0001,0.0097,0.039,0.3002,0.0009,0.0,37,1
000007841.fixed1040,0.0076,0.056,0.0099,0.0792,0.0127,0.0001,0.8221,0.0001,0.0007,0.0,0.0016,0.01,0.0,0.0,37,1
000007844.fixed1035,0.1082,0.0008,0.0379,0.0,0.0001,0.0011,0.2558,0.0754,0.0,0.0039,0.0678,0.4465,0.0025,0.0,36,0
000007846.fixed1033,0.1005,0.0004,0.0326,0.0,0.0,0.0,0.2886,0.1211,0.0,0.0047,0.0252,0.4267,0.0002,0.0,37,1
000010745.fixed899,0.0229,0.0009,0.0848,0.0,0.0,0.0001,0.3844,0.1576,0.0,0.0064,0.0604,0.2797,0.0026,0.0002,57,1
000011955.fixed1053,0.0406,0.0415,0.0275,0.0007,0.0013,0.0,0.6439,0.0,0.0003,0.0,0.2435,0.0007,0.0,0.0,37,1
000011956.fixed1052,0.0044,0.034,0.0168,0.0011,0.0013,0.0001,0.6149,0.0004,0.0067,0.0,0.3119,0.0083,0.0,0.0001,37,1
000013109.fixed1067,0.0023,0.407,0.1738,0.0005,0.0038,0.0069,0.3238,0.0001,0.0,0.0001,0.0071,0.0332,0.0013,0.0401,60,0
000013311.fixed1082,0.0717,0.0004,0.0028,0.0,0.0,0.0,0.439,0.0007,0.0,0.0007,0.0774,0.4073,0.0,0.0,52,0
000013396.fixed997,0.0887,0.0008,0.0059,0.0,0.0,0.0,0.3545,0.0035,0.0,0.001,0.0227,0.5229,0.0,0.0,64,0
000014213.fixed1016,0.2819,0.001,0.0277,0.0,0.0,0.0001,0.4525,0.0176,0.0,0.0005,0.0058,0.2129,0.0,0.0,60,0
000015462.fixed876,0.1312,0.0007,0.0132,0.0,0.0,0.0001,0.3305,0.1628,0.0,0.0004,0.1774,0.1837,0.0,0.0,68,1
000015900.fixed1042,0.0066,0.5016,0.0024,0.0062,0.0086,0.0009,0.4343,0.0005,0.0002,0.0,0.012,0.0267,0.0,0.0,34,0
000016315.fixed910,0.0009,0.0406,0.1248,0.0004,0.0019,0.0,0.066,0.0,0.0,0.0,0.0002,0.7499,0.0118,0.0035,40,0
000011221.fixed189,0.0006,0.6212,0.0677,0.0,0.0007,0.0009,0.3023,0.0001,0.0,0.0005,0.0005,0.0054,0.0,0.0001,66,0
000016717.fixed475,0.0029,0.4193,0.0941,0.0047,0.0017,0.0084,0.4014,0.002,0.0,0.0,0.0057,0.0595,0.0003,0.0,32,0
000007177.1130564,0.0125,0.0168,0.0269,0.1418,0.0149,0.0,0.6286,0.0152,0.0447,0.0,0.0936,0.005,0.0,0.0,59,1
000010546.1261756,0.0018,0.0019,0.0011,0.0011,0.0006,0.0,0.6603,0.0,0.0,0.0,0.0303,0.3028,0.0,0.0001,21,1
000007006.1261643,0.0161,0.1528,0.0135,0.0003,0.0033,0.0,0.581,0.0001,0.0,0.0,0.0001,0.2327,0.0,0.0001,30,0
000009507.1130056,0.0024,0.3221,0.0478,0.0,0.001,0.0005,0.5668,0.0,0.0,0.0002,0.0,0.0217,0.0006,0.0369,53,0
000010981.1210735,0.0004,0.4487,0.0313,0.0,0.0077,0.002,0.4172,0.0,0.0,0.0,0.0007,0.0149,0.0325,0.0446,41,0
000009447.1212953,0.0021,0.4688,0.1246,0.0,0.0013,0.0,0.3946,0.0003,0.0,0.0,0.0048,0.0035,0.0,0.0,42,1
000014974.1261757,0.2623,0.0008,0.0327,0.0,0.0,0.0,0.2891,0.0027,0.0,0.0012,0.0037,0.4075,0.0,0.0,68,0
000002940.1053851,0.0337,0.0,0.0003,0.0,0.0,0.0005,0.2646,0.0002,0.0005,0.0,0.0002,0.7,0.0,0.0,65,0
000005645.1053736,0.0273,0.0005,0.0292,0.0002,0.0001,0.1473,0.2117,0.0045,0.0018,0.0008,0.0022,0.5742,0.0,0.0002,63,0
000001534.1053739,0.0027,0.0361,0.0766,0.0003,0.0007,0.0017,0.0544,0.0003,0.001,0.0001,0.0,0.8259,0.0,0.0002,46,0
000003349.1131935,0.2654,0.0038,0.0029,0.0,0.0001,0.0011,0.0609,0.0001,0.001,0.0044,0.0003,0.6592,0.0001,0.0007,65,1
000005789.1131631,0.0094,0.0003,0.001,0.0,0.0,0.0,0.0356,0.0003,0.0,0.0001,0.0001,0.9532,0.0,0.0,45,1
000002491.1131919,0.0377,0.0006,0.0958,0.0,0.0,0.0,0.3009,0.0004,0.0001,0.0003,0.001,0.5632,0.0,0.0,58,1
000001759.1130559,0.0093,0.5158,0.0004,0.0097,0.0064,0.0001,0.4309,0.0,0.0,0.0,0.0003,0.0271,0.0,0.0,61,0
000009041.1130462,0.171,0.0006,0.0042,0.0,0.0,0.0,0.2014,0.0005,0.0,0.0,0.0005,0.6218,0.0,0.0,44,0
000001327.1213030,0.0013,0.3977,0.0396,0.0001,0.0003,0.0,0.1106,0.0,0.0001,0.0,0.0001,0.4461,0.0,0.0041,66,0
000009645.1210743,0.0005,0.2704,0.1325,0.0002,0.0168,0.0001,0.466,0.0001,0.0001,0.0,0.0004,0.062,0.0474,0.0035,79,0
000011315.1210642,0.0013,0.3623,0.156,0.0004,0.0007,0.0004,0.2561,0.0,0.0,0.0,0.1588,0.0406,0.0001,0.0233,51,0
000010734.1210856,0.0022,0.3027,0.0469,0.0,0.0056,0.0061,0.4001,0.0002,0.0001,0.0005,0.0008,0.217,0.0061,0.0117,55,0
000010122.1210793,0.1449,0.0005,0.0002,0.0,0.0,0.0,0.3805,0.0083,0.0,0.0003,0.1119,0.3534,0.0,0.0,63,0
000011351.1210669,0.0008,0.6098,0.0629,0.0003,0.0026,0.0002,0.1277,0.0001,0.0,0.0,0.0006,0.1949,0.0001,0.0,56,1
000013048.1210640,0.0002,0.6114,0.1132,0.0002,0.0004,0.0,0.1924,0.0001,0.0,0.0,0.0006,0.0523,0.0023,0.0269,63,0
000003205.1210659,0.2347,0.0012,0.0168,0.0003,0.0,0.0,0.5005,0.0047,0.0002,0.0002,0.0057,0.2356,0.0,0.0001,55,0
000013050.1210525,0.1164,0.0012,0.0625,0.0,0.0,0.0,0.4416,0.0065,0.0,0.0019,0.0357,0.3342,0.0,0.0,36,0
000014295.1257151,0.0007,0.4947,0.0219,0.0239,0.0039,0.0,0.4232,0.0,0.0,0.0,0.0012,0.0281,0.0,0.0024,46,0
000015061.fixed264,0.0494,0.0019,0.0108,0.0002,0.0003,0.5568,0.1101,0.0026,0.0029,0.0006,0.0066,0.2577,0.0,0.0001,71,0
000015623.fixed351,0.0201,0.197,0.0724,0.0206,0.0043,0.0002,0.4395,0.0068,0.0003,0.0,0.1347,0.1002,0.0039,0.0,60,1
000013056.fixed969,0.0197,0.4144,0.0753,0.002,0.0,0.0269,0.3761,0.0004,0.0001,0.0004,0.0017,0.0745,0.0026,0.0059,35,1
000014647.fixed930,0.1014,0.0007,0.1505,0.0,0.0,0.0,0.2288,0.024,0.0,0.0012,0.0424,0.451,0.0,0.0,35,0
000005989.1131512,0.0059,0.3087,0.0928,0.0,0.0013,0.0,0.536,0.0,0.001,0.0,0.0004,0.0487,0.0,0.0052,47,0
000003830.1131565,0.001,0.0611,0.0282,0.0004,0.0004,0.0,0.0417,0.0,0.0,0.0004,0.0,0.8663,0.0003,0.0002,43,0
000009498.1210875,0.0012,0.5128,0.2096,0.0006,0.0014,0.0001,0.2334,0.0001,0.0,0.0,0.0004,0.0351,0.0,0.0053,60,1
000011360.1210832,0.0917,0.0006,0.1007,0.0,0.0,0.0,0.4577,0.1214,0.0,0.0397,0.0841,0.1037,0.0004,0.0,73,1
000010910.fixed200,0.0005,0.7636,0.0363,0.0,0.0022,0.0005,0.1822,0.0,0.0,0.0001,0.0002,0.0132,0.0001,0.0011,62,0
000017173.fixed865,0.0035,0.398,0.0512,0.0231,0.0005,0.0,0.5093,0.0001,0.0003,0.0,0.0004,0.0136,0.0,0.0,44,0
000002809.1131923,0.0078,0.6184,0.0003,0.0005,0.0018,0.0,0.2033,0.0,0.0,0.0,0.0002,0.1677,0.0,0.0,30,0
000006864.1131891,0.0009,0.1451,0.1347,0.0,0.0043,0.0,0.4522,0.0,0.0001,0.0014,0.2455,0.0065,0.001,0.0083,56,1
000010137.1212972,0.0005,0.5437,0.0842,0.0003,0.0053,0.0022,0.3289,0.0012,0.0001,0.0001,0.0007,0.0328,0.0,0.0,57,0
000013063.1210710,0.0009,0.5717,0.1334,0.0011,0.001,0.0002,0.2376,0.0,0.0,0.0,0.002,0.0508,0.0,0.0013,25,1
000012099.1210760,0.0007,0.0271,0.0837,0.0035,0.0001,0.0,0.0886,0.0001,0.0003,0.0002,0.001,0.7782,0.0116,0.0049,56,1
000011359.1210729,0.0012,0.4205,0.167,0.0012,0.0031,0.0,0.2966,0.0,0.0002,0.0003,0.0012,0.1066,0.0001,0.002,73,1
000009465.1261830,0.0013,0.3564,0.0635,0.0,0.0001,0.0,0.5318,0.0,0.0,0.0,0.0004,0.0463,0.0001,0.0001,61,1
000014311.1261787,0.0015,0.4067,0.1008,0.0066,0.0035,0.0002,0.4737,0.0001,0.0,0.0,0.0021,0.004,0.0003,0.0005,47,1
000015940.1261651,0.0008,0.2906,0.0761,0.0,0.0092,0.0003,0.5317,0.0,0.0,0.0001,0.0003,0.0262,0.0401,0.0246,59,0
000015257.fixed342,0.0626,0.0253,0.0501,0.0038,0.0279,0.0001,0.6174,0.0008,0.0003,0.005,0.1747,0.0276,0.0044,0.0,56,1
000004602.1130434,0.0032,0.4462,0.0794,0.0021,0.0022,0.0,0.3385,0.0001,0.0,0.0,0.0009,0.1273,0.0,0.0001,33,1
000014752.1259707,0.0016,0.2079,0.3205,0.0001,0.0067,0.0,0.4495,0.0,0.0,0.0,0.0002,0.0135,0.0,0.0,48,0
000006971.1131657,0.0118,0.0002,0.0022,0.0,0.0,0.0,0.0575,0.0,0.0,0.0,0.0,0.9283,0.0,0.0,59,0
000014533.1262028,0.0111,0.4657,0.0846,0.0006,0.001,0.0,0.4081,0.0001,0.0,0.0,0.0028,0.0258,0.0,0.0002,56,1
000001732.1131851,0.0007,0.3173,0.169,0.0001,0.0059,0.0005,0.3661,0.0,0.0,0.0,0.0022,0.0529,0.0134,0.0719,47,1
000009033.1130345,0.0291,0.3201,0.0665,0.0134,0.0,0.0,0.4659,0.0,0.0011,0.001,0.0793,0.0235,0.0001,0.0,53,0
000005228.1130467,0.001,0.0053,0.0007,0.0125,0.0001,0.0,0.0241,0.0,0.0,0.0,0.0001,0.9557,0.0004,0.0001,51,1
000009475.1212952,0.0008,0.5259,0.0533,0.0013,0.0014,0.0001,0.3922,0.0002,0.0003,0.0,0.0004,0.0231,0.0,0.001,35,0
000010936.1213013,0.0012,0.0227,0.1205,0.0006,0.0006,0.0,0.0508,0.0,0.0001,0.0004,0.0018,0.8001,0.0011,0.0001,61,0
000011224.1210932,0.0014,0.4957,0.0402,0.0,0.0189,0.0052,0.3508,0.0001,0.0,0.0,0.0009,0.0529,0.0207,0.0132,51,0
000010286.1210651,0.0007,0.5189,0.0614,0.0,0.0023,0.0013,0.1582,0.0001,0.0,0.0002,0.0014,0.2414,0.0002,0.0139,60,1
000012936.1210931,0.1078,0.0086,0.0012,0.0246,0.0002,0.0002,0.734,0.0,0.0006,0.0004,0.0021,0.1193,0.0005,0.0005,19,1
000004749.1257330,0.0021,0.3842,0.1082,0.0025,0.012,0.0,0.4426,0.0,0.0002,0.0019,0.0012,0.0329,0.0049,0.0073,26,0
